"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"131589","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证元数据管理 - 字段元数据- 批量编辑- 内置属性下拉枚举项","准备枚举属性A、string文本框属性B、bigint文本框属性C、树形目录属性D","1. 点击【批量编辑】
2. 查看“关联标准”选项
3. 查看“是否可落标”选项
4. 查看“是否已落标”选项
5. 查看“安全等级”选项
6. 查看“隐私等级”选项","1. 内置属性列均为下拉框；
2. 当前租户下已发布的数据标准
3. 选项为：“是”、“否”
4. 选项为：“是”、“否”
5. 当前租户下安全等级
6. 当前租户下隐私等级","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","2","6","失败","shier","2024-07-31","","0000-00-00","1","",""
"131588","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证元数据管理 - 字段元数据- 列表- 翻页","无","1. “上一页”/“下一页”翻页
2. 指定页码翻页","1. 1）“上一页”数据正确；
2）“下一页”数据正确
2. 数据正确","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131587","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证元数据管理 - 字段元数据- 列表- 数据","进入【元数据】-【元数据管理】-编辑-字段元数据","1. 查看字段数据","1. 展示当前表字段信息，数据与该表详情页字段tab页数据一致","1.","","1","功能测试","功能测试阶段","正常","0","2","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131586","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证元数据管理 - 原页面优化","无","1. 进入【元数据】-【元数据管理】-编辑
2. 切换两个TAB页面","1. 页面分为“表元数据”和“字段元数据”两个TAB页
2. 页面展示和数据正确","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131585","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 权限点","无","1. admin用户登陆
2. 管理员用户登陆
3. 数开用户登陆
4. 访客用户登陆","1. 可以查看字段元模型列表，并且支持新增/编辑/删除属性
2. 可以查看字段元模型列表，并且支持新增/编辑/删除属性
3. 可以查看字段元模型列表，无法新增/编辑/删除属性
4. 可以查看字段元模型列表，无法新增/编辑/删除属性","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131584","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 自定义属性删除逻辑","1） 准备枚举属性A（枚举项：a1，a2，a3）、文本框属性B、树形目录属性D，应用于MySQL

2） 设置MySQL表1的自定义字段属性A的值为a2，自定义字段属性B值为XXX，自定义属性D的值为目录A3","1. 【字段元模型】TAB页删除文本框属性B；
查看MySQL表1的表详情页-表结构-字段TAB页
2. 【字段元模型】TAB页删除枚举类属性A的a2枚举项（只删除枚举项，不删除属性）；
查看MySQL表1的表详情页-表结构-字段TAB页
3. 【字段元模型】TAB页删除枚举类属性A
查看MySQL表1的表详情页-表结构-字段TAB页
4. 【字段元模型】TAB页删除树形目录类属性D的A3目录（只删除目录，不删除属性）；
查看MySQL表1的表详情页-表结构-字段TAB页
5. 【字段元模型】TAB页删除树形目录类属性D
查看MySQL表1的表详情页-表结构-字段TAB页","1. 字段列表不展示自定义属性B
2. 字段列表原自定义属性A值为a2的字段，该属性值变为空
3. 字段列表不展示自定义属性A
4. 字段列表原自定义属性D值为A3的字段，该属性值变为空
5. 字段列表不展示自定义属性D","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","通过","shier","2024-07-31","","0000-00-00","1","",""
"131583","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 字段列表展示","1）准备枚举属性A、文本框属性B、C、树形目录属性D，均只应用于MySQL和Oracle
2） 需要查看两个数据：表详情页，元数据管理-字段元数据","1. 表详情页，查看MySQL表字段TAB页
2. 表详情页，查看Oracle表字段TAB页
3. 表详情页，查看非MySQL/Oracle表字段TAB页
4. 元数据管理页，查看MySQL表的字段元数据TAB页
5. 元数据管理页，查看Oracle表字段TAB页
6. 元数据管理页，查看非MySQL/Oracle表字段TAB页","1. 1）列表显示内置属性列，且属性正确；
2）列表增加属性A、B、C、D列，且数据正确
2. 1）列表显示内置属性列，且属性正确；
2）列表增加属性A、B、C、D列，且数据正确
3. 1）列表显示内置属性列，且属性正确；
2）列表没有属性A、B、C、D列
4. 1）列表显示内置属性列，且属性正确；
2）列表增加属性A、B、C、D列，且数据正确
5. 1）列表显示内置属性列，且属性正确；
2）列表增加属性A、B、C、D列，且数据正确
6. 1）列表显示内置属性列，且属性正确；
2）列表没有属性A、B、C、D列","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","1","6","通过","shier","2024-07-31","","0000-00-00","1","",""
"131582","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 新增属性- 重复性校验","无","1. 枚举项重复性校验
2. 属性名重复性校验
3. 树形目录属性，同级目录重名校验","1. 提示重名错误
2. 提示重名错误
3. 提示重名错误","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","失败","shier","2024-07-31","","0000-00-00","1","",""
"131581","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 新增属性- 逻辑","无","1. 新增文本框类型属性：
1）输入属性名、属性中文名
2）属性类型选择“文本框”
3）字段类型选择“bigint”
4）设置非必填
5）应用数据源类型选择“全部”
6）归属类别选择“业务属性”
2. 新增文本框类型属性：
1）输入属性名、属性中文名
2）属性类型选择“文本框”
3）字段类型选择“string”
4）设置非必填
5）应用数据源类型选择“全部”
6）归属类别选择“业务属性”
3. 新增文本框类型属性：
1）输入属性名、属性中文名
2）属性类型选择“文本框”
3）字段类型选择“string”
4）设置非必填
5）应用数据源类型选择“mysql”和“oracle”
6）归属类别选择“业务属性”
4. 新增枚举类型属性：
1）输入属性名、属性中文名
2）属性类型选择“枚举”
3）增加三个选项：A、B、C
4）设置非必填
5）应用数据源类型选择“mysql”和“oracle”
6）归属类别选择“业务属性”
5. 新增树形目录类型属性：
1）输入属性名、属性中文名
2）属性类型选择“树形目录”
3）增加两个目录：a->a1->a2; b->b1->b2
4）设置非必填
5）应用数据源类型选择“mysql”和“oracle”
6）归属类别选择“业务属性”","1. 新增属性成功
2. 新增属性成功
3. 新增属性成功
4. 新增属性成功
5. 新增属性成功","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","2","5","通过","shier","2024-07-31","","0000-00-00","1","",""
"131580","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 新增属性- 交互","无","1. 点击【新增属性】
2. “属性类型”选择“文本框”
3. “属性类型”选择“枚举”
4. 查看“应用数据源类型”下拉项
5. 必填项校验
6. 按钮操作：
1）点击【取消】
2）点击【确定】","1. 弹出“新增属性”弹窗
2. “属性类型”下方新增“字段类型”下拉项：
1）下拉项为：string、bigint
2）“属性类型”切换为“枚举”时，“字段类型”不显示
3. 1）“属性类型”下方新增“选项”编辑模块：
2）“属性类型”切换为“文本框”时，“选项”不显示
4. 1）下拉项为资产支持的所有数据源类型+“全部”
2）该项为多选项，选择“全部”其他选项不可选中
5. 必填项为：所有表单元素都为必填项
6. 1）弹窗消失
2）触发新增接口，新增成功后，弹窗消失","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","通过","shier","2024-07-31","buguang","2024-08-12","2","",""
"131579","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 删除","位置：元数据-元模型管理-字段元模型","1. 点击【删除】
2. 点击二次确认弹窗中的【删除】
3. 点击二次确认弹窗中的【取消】","1. 显示二次确认弹窗，弹窗标题为：删除xxx属性，弹窗提示内容为：属性删除后，已应用并完成维护的xxx属性将会清除！ 按钮：【取消】/【删除】
2. 1）属性删除成功；
2）列表刷新
3. 弹窗消失","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","shier","2024-07-31","","0000-00-00","1","",""
"131578","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 编辑","位置：元数据-元模型管理-字段元模型","1. 选择枚举类型属性，点击【编辑】
2. 编辑枚举类型属性：
1）修改中文名；
2）删除一个已有枚举项
3）修改一个已有枚举项
4）新增一个枚举项
5）修改归属类别
点击【确定】
3. 选择文本框类型属性，点击【编辑】
4. 编辑文本框类型属性：
1）修改中文名；
2）切换必填属性
3）修改归属类别
点击【确定】
5. 选择树形目录类型属性，点击【编辑】
6. 编辑树形目录类型属性：
1）修改中文名；
2）切换必填属性
3）修改归属类别
4）删除一个子目录
5）新增一个子目录
6）修改一个子目录
点击【确定】","1. 1）弹出“编辑属性”弹窗
2）弹窗数据加载正确
3）属性名、属性类型、应用数据源类型为不可编辑状态
2. 1）编辑枚举类型属性成功；
2）列表更新
3. 1）弹出“编辑属性”弹窗
2）弹窗数据加载正确
3）属性名、属性类型、字段类型、应用数据源类型为不可编辑状态
4. 1）编辑文本框类型属性成功；
2）列表更新
5. 1）弹出“编辑属性”弹窗
2）弹窗数据加载正确
3）属性名、属性类型、字段类型、应用数据源类型为不可编辑状态
6. 1）编辑树形目录类型属性成功；
2）列表更新","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","失败","shier","2024-07-31","","0000-00-00","1","",""
"131577","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 翻页","位置：元数据-元模型管理-字段元模型","1. “上一页”/“下一页”翻页
2. 指定页码翻页
3. 筛选后翻页：
先进行筛选查询；
再进行翻页
4. 翻页后筛选：
先翻页到最后一页（最后一页数据小于每页最大条数）；
再进行筛选查询（筛选后页数要小于筛选前页数）","1. 1）“上一页”数据正确；
2）“下一页”数据正确
2. 数据正确
3. 数据正确
4. 1）页码更新为第一页；
2）筛选数据正确","1. 
2. 
3. 
4.","","3","功能测试","功能测试阶段","正常","0","1","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131576","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 筛选","位置：元数据-元模型管理-字段元模型","1. 查看“属性类型”下拉项
2. “属性类型”选择“枚举”，点击【查询】
3. “属性类型”选择“文本框”，点击【查询】
4. “属性类型”选择“树形目录”，点击【查询】
5. 点击【重置】","1. 1）下拉项为：枚举、文本框
2）筛选项为单选
2. 返回枚举类型的属性
3. 返回文本框类型的属性
4. 返回树形目录类型的属性
5. 列表显示所有未删除的属性","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","失败","shier","2024-07-31","","0000-00-00","1","",""
"131575","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 查询","无","1. 默认查询：
默认状态下点击【查询】
2. 独立查询：
只进行“属性名”查询
3. 独立查询：
只进行“属性中文名”查询
4. 独立查询：
只进行“属性类型”查询，分别选择“枚举”/“文本框”/“树形目录”查询
5. 组合查询：
每个筛选项都选择；
点击【查询】
6. 重置查询：
每个筛选项都选择，并进行查询；
点击【重置】","1. 列表展示当前租户下资产所有内置字段属性+自定义字段属性
2. 模糊匹配，返回属性名符合的审计记录
3. 模糊匹配，返回属性中文名符合的审计记录
4. 精确查询，返回对应类型的属性
5. 筛选结果正确
6. 1）所有筛选项都恢复默认状态；
2）列表展示当前租户下资产所有内置字段属性+自定义字段属性","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","通过","shier","2024-07-31","","0000-00-00","1","",""
"131574","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 排序","位置：元数据-元模型管理-字段元模型","1. 查看默认排序","1. 列表数据默认按照新增时间倒序显示","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131573","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证字段元模型 - 列表- 数据","位置：元数据-元模型管理-字段元模型","1. 查看列表
2. 查看内置属性","1. 1）列表展示当前租户下所有未删除的字段元模型数据
2）列表数据包括：属性名、属性中文名、属性类型、是否必填、归属类别、应用数据源类型、最近修改时间（精确到秒）
2. - standard，关联属性，枚举，非必填，应用全部数据源类型；
- be_standard，是否可落标，枚举，非必填，应用全部数据源类型；
- is_standard，是否已落标，枚举，非必填，应用全部数据源类型；
- security_level，安全等级，枚举，非必填，应用全部数据源类型；
- privacy_level，隐私等级，枚举，非必填，应用全部数据源类型；","1. 
2.","","1","功能测试","功能测试阶段","正常","0","2","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131572","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据表元模型- 新增通用业务属性","无","1. 查看不同租户下，各元模型通用业务属性","1. 增加内置业务属性：数据管家（枚举）、归属部门（枚举）、数据责任人（枚举）、来源业务系统（string文本框）","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131571","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 权限点","无","1. admin用户登陆
2. 管理员用户登陆
3. 数开用户登陆
4. 访客用户登陆","1. 可以查看数据表列表，并且支持导入/导出/发布/下线数据表
2. 可以查看数据表列表，并且支持导入/导出/发布/下线数据表
3. 可以查看数据表列表，无法导入/导出/发布/下线数据表
4. 可以查看数据表列表，无法导入/导出/发布/下线数据表","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131570","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 数据预览条数配置-","无","1. 权限
2. 设置","1. 数开/访客进入任一表的表详情页-数据预览页面
2. 1）进入任一表详情页-数据预览页面；
2）点击【预览条数设置】","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131569","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 表详情页- 业务属性增加项","无","1. 查看表业务属性","1. 业务属性增加“数据负责人”、“数据管家”、“负责部门”、“来源业务系统”","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131568","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 表详情页- 基本信息-数据资产目录","无","1. 查看原“数据目录”
2. 查看“数据资产目录”
3. 当前表为“已发布”状态，且已关联L3目录；
4. 1）当前表为“已发布”状态，且未关联L3目录；
2）点击“数据资产目录”右侧的【添加】
5. 在弹窗中选择L3目录，点击【确定】
6. 当前表为“草稿”/“已下线”状态，且未关联L3目录；","1. “数据目录”重命名为“数据资源目录”
2. 显示当前数据表关联的L3目录
3. 该关联的目录可以取消
4. 1）弹出“添加数据资产目录”弹窗；
2）下拉框，显示L1～L2目录树
5. 该表关联所选L3目录成功
6. 无【添加】按钮","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","1","2","6","失败","shier","2024-07-31","","0000-00-00","1","",""
"131567","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 表详情页- 字段标准覆盖率统计","无","1. 查看“标准覆盖率”","1. 标准覆盖率=已关联字段数量（关联标准）/总字段数量 * 100%，保留2位小数","1.","","2","功能测试","功能测试阶段","正常","0","1","1","失败","shier","2024-07-31","","0000-00-00","1","",""
"131566","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 表详情页- 字段列表显示“目录编码”","无","1. 查看字段列表
2. 点击【批量编辑】","1. 字段列表，“字段名”右侧显示“目录编码”，展示对应字段L5编码
2. “目录编码”列不可编辑","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131565","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 表详情页- 导出","无","1. 点击【导出】
2. 查看导出文件的“L4”sheet","1. 1）触发下载功能，下载文件成功，文件名格式为：数据资产目录_20240528_15:43:00.xlsx
2）文件内容为只包含L4 sheet
2. 展示当前数据表信息（目录编码、*所属数据源、*所属数据库、*数据表、*表中文名、*表负责人、*数据责任人工号、数据责任人、归属部门、所属公司、*数据管家工号、数据管家、*来源业务系统、标签（多个标签用英文分号分割）、自定义属性1、*自定义属性2、状态）","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131564","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 表详情页- 删除表","无","1. 1）当前表为“草稿”状态；
2）点击“删除”icon
2. 1）当前表为“已下线”状态；
2）点击“删除”icon
3. 1）当前表为“已发布”状态；
2）点击“删除”icon
4. 查看【目录操作审计】","1. 1）删除弹窗增加“备注信息”输入框
2）能够正常删除
2. 1）删除弹窗增加“备注信息”输入框
2）能够正常删除
3. 提示：请先将数据表下线再进行删除操作
4. 新增所选L4层级（数据表）删除审计记录","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","shier","2024-07-31","","0000-00-00","1","",""
"131563","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导出","无","1. 点击【导出】
2. 1）选择一个“导出业务对象”；
2）“导出维度”选择“数据表”
3）点击【确定】
3. 1）选择一个“导出业务对象”；
2）“导出维度”选择“字段”
3）点击【确定】
4. 1）选择多个“导出业务对象”；
2）“导出维度”选择“数据表”和“字段”
3）点击【确定】
5. 查看导出文件的“L4”sheet
6. 查看导出文件的“L5”sheet","1. 弹出“导出目录”弹窗，显示元素如下：
- “导出业务对象”下拉框，下拉选项为：L1～L3目录树；支持多选；
- “导出维度”下拉框，下拉选项为：数据表/字段；支持多选；
- “导出数据源类型”下拉框，下拉选项为：系统存在数据表的数据源类型；只有一个时，默认选中
2. 1）触发下载功能，下载文件成功，文件名格式为：数据资产目录_20240528_15:43:00.xlsx
2）文件内容为只有一个L4 sheet
3. 1）触发下载功能，下载文件成功，文件名格式为：数据资产目录_20240528_15:43:00.xlsx
2）文件内容为只有一个L5 sheet
4. 1）触发下载功能，下载文件成功，文件名格式为：数据资产目录_20240528_15:43:00.xlsx
2）文件内容为包含L4和L5 sheet
5. 展示所选L3目录下所有数据表信息（目录编码、*所属数据源、*所属数据库、*数据表、*表中文名、*表负责人、*数据责任人工号、数据责任人、归属部门、所属公司、*数据管家工号、数据管家、*来源业务系统、标签（多个标签用英文分号分割）、自定义属性1、*自定义属性2、状态）
6. 展示所选L3目录下所有数据表的字段信息（目录编码、*所属数据源、*所属数据库、*数据表、*字段名、*字段中文名、标签、关联标准、是否可落标、是否已落标、安全等级、隐私等级、自定义属性1、*自定义属性2、......）","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","通过","shier","2024-07-31","","0000-00-00","1","",""
"131562","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- “错误原因”列数据","无","1. 查看“导入错误文件”中“错误原因”列数据","1. 显示当前行导入错误的原因汇总，多个错误原因以中文分号分割","1.","","3","功能测试","功能测试阶段","正常","0","1","1","失败","shier","2024-07-31","","0000-00-00","1","",""
"131561","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- 其他错误","无","1. 导入文件中输入数据表信息：
- 存在必填项未输入的单元格
- 其他列数据格式正确
2. 导入文件中，缺少必填列（excel中删除：*所属数据源/*所属数据库/*数据表/*字段名/*字段中文名/标签/关联标准/是否可落标/是否已落标/安全等级/隐私等级/*自定义属性1）
3. 导入文件中输入数据表信息：
- string文本框属性列（“字段中文名”等）存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应未填的必填单元格批注：必填项未填写
2. 导入错误，提示：缺少必填列*所属数据源/*所属数据库/*数据表/*字段名/*字段中文名/标签/关联标准/是否可落标/是否已落标/安全等级/隐私等级/*自定义属性1
3. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2. 
3.","","3","功能测试","功能测试阶段","正常","0","1","3","失败","shier","2024-07-31","","0000-00-00","1","",""
"131560","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- 自定义属性错误","无","1. 导入文件中输入数据表信息：
- bigint文本框属性列存在字符串数据
- 其他列数据格式正确
2. 导入文件中输入数据表信息：
- string文本框属性列存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据格式有误
2. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131559","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- “安全等级”/“隐私等级”不存在","无","1. 导入文件中输入数据表信息：
- “安全等级”列在当前租户下数据分级分类中不存在；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
2. 导入文件中输入数据表信息：
- “隐私等级”列在当前租户下数据分级分类中不存在；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”","1. 错误文件中对应单元格批注提示：填写数据不在枚举范围内
2. 错误文件中对应单元格批注提示：填写数据不在枚举范围内","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131558","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- “是否可落标”/“是否已落标”错误","无","1. 导入文件中输入数据表信息：
- “是否可落标”列存在为非“是”或非“否”的值
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
2. 导入文件中输入数据表信息：
- “是否已落标”列存在为非“是”或非“否”的值
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”","1. 错误文件中对应单元格批注提示：填写数据不在枚举范围内
2. 错误文件中对应单元格批注提示：填写数据不在枚举范围内","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131557","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- “关联标准”不存在","无","1. 导入文件中输入数据表信息：
- “关联标准”在当前租户下的数据标准中不存在；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”","1. 错误文件中对应单元格批注提示：填写数据不在枚举范围内","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131556","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入失败- “所属数据源”/“所属数据库”/“数据表”/“字段名”不存在","无","1. 导入文件中输入数据表信息：
- “所属数据源”在当前租户下不存在；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
2. 导入文件中输入数据表信息：
- “所属数据库”在当前租户下不存在（数据源-数据库为唯一）；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
3. 导入文件中输入数据表信息：
- “数据表”在当前租户下不存在（数据源-数据库-数据表为唯一）；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
4. 导入文件中输入数据表信息：
- “字段名”在当前租户下不存在（数据源-数据库-数据表-字段为唯一）；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”","1. 错误文件中对应单元格批注提示：填写数据不在枚举范围内
2. 错误文件中对应单元格批注提示：填写数据不在枚举范围内
3. 错误文件中对应单元格批注提示：填写数据不在枚举范围内
4. 错误文件中对应单元格批注提示：填写数据不在枚举范围内","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","shier","2024-07-31","shier","2024-07-31","1","",""
"131555","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L5（字段） 导入成功","无","1. 导入文件中输入数据表信息：
- 数据表在系统中均已同步；
- 其他列数据格式正确
- “重复处理规则”选择“重复则跳过”
2. 导入文件中输入数据表信息：
- 数据表在系统中均已同步；
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”","1. 导入成功，文件中的数据表不做更新
2. 导入成功，文件中的数据表全部更新成功","1. 
2.","","1","功能测试","功能测试阶段","正常","0","2","2","通过","shier","2024-07-31","","0000-00-00","1","",""
"131554","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L4（数据表） 导入失败- “错误原因”列数据","无","1. 查看“导入错误文件”中“错误原因”列数据","1. 显示当前行导入错误的原因汇总，多个错误原因以中文分号分割","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","shier","2024-07-31","","0000-00-00","1","",""
"131553","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L4（数据表） 导入失败- 其他错误","无","1. 导入文件中输入数据表信息：
- 存在必填项未输入的单元格
- 其他列数据格式正确
2. 导入文件中，缺少必填列（excel中删除：*所属数据源/*所属数据库/*数据表/*表中文名/*表负责人/*数据责任人工号/*数据管家工号/*来源业务系统/*自定义属性1）
3. 导入文件中输入数据表信息：
- string文本框属性列（“来源业务系统”/“表中文名”等）存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应未填的必填单元格批注：必填项未填写
2. 导入错误，提示：缺少必填列*所属数据源/*所属数据库/*数据表/*表中文名/*表负责人/*数据责任人工号/*数据管家工号/*来源业务系统/*自定义属性1
3. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2. 
3.","","3","功能测试","功能测试阶段","正常","0","1","3","失败","shier","2024-07-31","","0000-00-00","1","",""
"131552","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L4（数据表） 导入失败- 自定义属性错误","无","1. 导入文件中输入数据表信息：
- bigint文本框属性列存在字符串数据
- 其他列数据格式正确
2. 导入文件中输入数据表信息：
- string文本框属性列存在字符串长度超过255个字符
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应单元格批注：填写数据格式有误
2. 导入错误，错误文件中提示对应单元格批注：填写数据字符超限","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","失败","shier","2024-07-31","","0000-00-00","1","",""
"131551","数据资产_STD(#23)","/泸州老窖/数据资产目录(#7775)","","验证数据地图- 导入- L4（数据表） 导入失败- “数据管家工号”错误","无","1. 导入文件中输入数据表信息：
- “数据责任人工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确
- “重复处理规则”选择“重复则覆盖更新”
2. 导入文件中输入数据表信息：
- “数据管家工号”列存在所填工号在系统中不存在
- 其他列数据格式正确
3. 导入文件中输入数据表信息：
- “数据管家工号”列存在所填工号在系统中存在但不为“在职”状态
- 其他列数据格式正确","1. 导入错误，错误文件中提示对应“数据责任人工号”单元格批注：填写数据不在枚举范围内
2. 导入错误，错误文件中提示对应“数据管家工号”单元格批注：填写数据不在枚举范围内
3. 导入错误，错误文件中提示对应“数据管家工号”单元格批注：填写数据不在枚举范围内","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","失败","shier","2024-07-31","","0000-00-00","1","",""
